menu,title,lat,lng,content,image
コウノトリ目,コサギ,35.331794,136.289909,足が黄色いコサギです。,コサギ.JPG
コウノトリ目,アオサギ,35.025991,135.771343,グレーのサギ類です。,アオサギ.JPG
コウノトリ目,ゴイサギ,35.060507,135.781245,ゴイサギの幼鳥です。,ゴイサギ.JPG
コウノトリ目,ダイサギ,35.368079,136.356518,飛び立とうとするダイサギ。,ダイサギ.JPG
コウノトリ目,アマサギ,,,よく畑に群れています。,アマサギ.JPG
