menu,title,lat,lng,content,image
チドリ目,ユリカモメ,35.124711,135.975475,渡りの季節に現れます。,ユリカモメ.JPG
チドリ目,ケリ,35.124711,135.975475,甲高い声で鳴きます。,ケリ.JPG
