menu,title,lat,lng,content,image
カイツブリ目,カイツブリ,35.380643,136.035968,カモの赤ちゃんではありません。,カイツブリ.JPG
カイツブリ目,カンムリカイツブリ,35.373645,136.261417,冠羽が特徴的なカイツブリの仲間です。,カンムリカイツブリ.JPG
カイツブリ目,ハジロカイツブリ,35.420648,136.201967,カイツブリの仲間です。,ハジロカイツブリ.JPG
